Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity
"Disulfide, dimethyl",ROYAL.csv,ROYAL,4.0669,61,4.08,79,354758.9019952264
Hexanal,ROYAL.csv,ROYAL,5.2897625770269,89,5.289,56,951675.4792289227
"Cyclotrisiloxane, hexamethyl-",ROYAL.csv,ROYAL,5.89,96,5.893,207,1210721.0341505818
Benzaldehyde,ROYAL.csv,ROYAL,9.33994131530767,166,9.348,76,35671.756595026935
Dimethyl trisulfide,ROYAL.csv,ROYAL,9.54586666666667,172,9.542,79,77291.86006999723
Phenol,ROYAL.csv,ROYAL,9.75486666666667,179,9.751,43,41683.27668789262
"Cyclotetrasiloxane, octamethyl-",ROYAL.csv,ROYAL,10.10855,193,10.118,191,87250.97648130207
Octanal,ROYAL.csv,ROYAL,10.2114333333333,196,10.218,43,1764047.956506823
"1-Hexanol, 2-ethyl-",ROYAL.csv,ROYAL,10.71625,210,10.731,70,596806.1052822404
Eucalyptol,ROYAL.csv,ROYAL,10.8127166666667,213,10.821,83,1174716.0868063096
Nonanal,ROYAL.csv,ROYAL,12.0956333333333,253,12.102,57,12400690.05026539
Decanal,ROYAL.csv,ROYAL,13.7226,301,13.732,57,3405669.522337467
Benzophenone,ROYAL.csv,ROYAL,19.32375,484,19.314,57,56258.14581100366
"Carbonic acid, bis(2-ethylhexyl) ester",ROYAL.csv,ROYAL,20.99895,543,21.012,261,3098068.4383266377
"2-Propanol, 1-chloro-, phosphate (3:1)",ROYAL.csv,ROYAL,21.0375333333333,544,21.053,83,1782116.490839322
"Hexadecanoic acid, methyl ester",ROYAL.csv,ROYAL,22.1339833333333,582,22.134,105,1611763.034794837
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,2.17306666666667,10,2.183,45,8045744.729033032
"Furan, 2-ethyl-",CARDYMA.csv,CARDYMA,3.36596666666667,47,3.38,81,1300938.7822589043
"Disulfide, dimethyl",CARDYMA.csv,CARDYMA,4.07215137840586,61,4.08,79,191564.56640203623
Hexanal,CARDYMA.csv,CARDYMA,5.2791,89,5.289,56,2387828.02464338
"Cyclotrisiloxane, hexamethyl-",CARDYMA.csv,CARDYMA,5.88358333333333,96,5.893,207,1284708.254315531
Heptanal,CARDYMA.csv,CARDYMA,7.94785,132,7.959,70,611985.6142134374
Benzaldehyde,CARDYMA.csv,CARDYMA,9.33045,165,9.322,85,15810.415614109128
Phenol,CARDYMA.csv,CARDYMA,9.75166666666667,179,9.751,43,64151.39586109427
"Furan, 2-pentyl-",CARDYMA.csv,CARDYMA,9.98638333333333,188,9.986,43,730560.1490220877
"Cyclotetrasiloxane, octamethyl-",CARDYMA.csv,CARDYMA,10.1085666666667,193,10.118,191,98372.52203443724
Octanal,CARDYMA.csv,CARDYMA,10.21145,196,10.218,43,2093724.0074348447
"1-Hexanol, 2-ethyl-",CARDYMA.csv,CARDYMA,10.729443610586,210,10.731,70,867801.3021879579
Eucalyptol,CARDYMA.csv,CARDYMA,10.8095166666667,213,10.821,83,2318755.0888396804
Acetophenone,CARDYMA.csv,CARDYMA,11.46865,234,11.478,105,1230244.8086239856
Nonanal,CARDYMA.csv,CARDYMA,12.0924333333333,253,12.102,57,13446501.765046136
"Octanoic acid, methyl ester",CARDYMA.csv,CARDYMA,12.4204,261,12.427,74,498870.62198238703
Decanal,CARDYMA.csv,CARDYMA,13.7194,301,13.732,57,3768902.890242812
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",CARDYMA.csv,CARDYMA,14.2853166666667,318,14.288,45,796101.8619554297
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",CARDYMA.csv,CARDYMA,14.3496166666667,320,14.343,71,269496.2875692456
Methyl 8-oxooctanoate,CARDYMA.csv,CARDYMA,15.50715,358,15.494,87,790603.0275969619
"Glycerol 1,2-diacetate",CARDYMA.csv,CARDYMA,15.6807666666667,364,15.665,71,91579.0738704295
"Ethanol, 2-(2-butoxyethoxy)-, acetate",CARDYMA.csv,CARDYMA,15.9251333333333,373,15.938,85,1573546.1654061263
Tetradecane,CARDYMA.csv,CARDYMA,16.3752833333333,387,16.385,57,3339980.7130219643
"Nonanoic acid, 9-oxo-, methyl ester",CARDYMA.csv,CARDYMA,16.8383,402,16.851,83,6225364.581247863
"Naphthalene, 1,4-dimethyl-",CARDYMA.csv,CARDYMA,17.1051666666667,411,17.108,43,977899.8946261804
Dimethyl phthalate,CARDYMA.csv,CARDYMA,17.1759166666667,415,17.185,57,720714.0317290655
Hexadecane,CARDYMA.csv,CARDYMA,18.7643,466,18.777,57,6757131.483669671
"Dodecanoic acid, 1-methylethyl ester",CARDYMA.csv,CARDYMA,19.0601166666667,477,19.073,43,1991975.42217196
Benzophenone,CARDYMA.csv,CARDYMA,19.3269833333333,485,19.336,181,1372355.120172867
Octadecane,CARDYMA.csv,CARDYMA,20.8928666666667,538,20.887,150,182012.63372474723
"Carbonic acid, bis(2-ethylhexyl) ester",CARDYMA.csv,CARDYMA,20.9989666666667,543,21.012,261,2857874.591691701
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",CARDYMA.csv,CARDYMA,21.6806166666667,568,21.69,57,2109793.338328505
Dibutyl phthalate,CARDYMA.csv,CARDYMA,22.597,599,22.587,149,1082961.735134783
"2-Propanone, 1-methoxy-",CECILE.csv,CECILE,2.16955,9,2.157,56,40747.97157910509
"Butanal, 3-methyl-",CECILE.csv,CECILE,2.88658333333333,32,2.895,44,3697019.306815424
Hexanal,CECILE.csv,CECILE,5.28986045118674,89,5.289,56,909407.876164155
"Cyclotrisiloxane, hexamethyl-",CECILE.csv,CECILE,5.8865,96,5.893,207,473782.5446841046
Benzaldehyde,CECILE.csv,CECILE,9.33758412916277,166,9.348,76,53783.83284363252
Dimethyl trisulfide,CECILE.csv,CECILE,9.54236666666667,172,9.542,79,115230.50175771106
"Furan, 2-pentyl-",CECILE.csv,CECILE,9.98608333333333,188,9.986,43,262147.88019236666
"Cyclotetrasiloxane, octamethyl-",CECILE.csv,CECILE,10.1082666666667,193,10.118,191,57645.146948957714
Octanal,CECILE.csv,CECILE,10.20795,196,10.218,43,1449856.081796561
Eucalyptol,CECILE.csv,CECILE,10.8092166666667,213,10.821,83,1382030.2909703532
Nonanal,CECILE.csv,CECILE,12.09215,253,12.102,57,12595792.040800815
Decanal,CECILE.csv,CECILE,13.7223333333333,301,13.732,57,2122155.3471162627
Tetradecane,CECILE.csv,CECILE,16.375,387,16.385,57,1050827.618719646
"Nonanoic acid, 9-oxo-, methyl ester",CECILE.csv,CECILE,16.8347833333333,401,16.825,105,12694.425279382038
"Naphthalene, 1,3-dimethyl-",CECILE.csv,CECILE,17.1081,411,17.108,43,352619.75644710386
Hexadecane,CECILE.csv,CECILE,18.7607833333333,466,18.777,57,1165849.3875936505
Benzophenone,CECILE.csv,CECILE,19.3234666666667,484,19.314,57,38176.464048452886
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CECILE.csv,CECILE,20.69965,532,20.711,112,367185.5532401127
"Carbonic acid, 2-ethylhexyl octyl ester",CECILE.csv,CECILE,20.9986666666667,543,21.012,261,1727579.908309332
"2-Propanol, 1-chloro-, phosphate (3:1)",CECILE.csv,CECILE,21.0372666666667,544,21.053,83,818087.9495535629
"Butanal, 3-methyl-",FLAMENCO.csv,FLAMENCO,2.89039380320615,32,2.895,44,5678239.957699855
Pentanal,FLAMENCO.csv,FLAMENCO,3.30274251766081,46,3.315,44,701977.8411723005
Pyridine,FLAMENCO.csv,FLAMENCO,4.0218,59,4.012,85,10320.878840472124
"Heptane, 3-methylene-",FLAMENCO.csv,FLAMENCO,4.99818290871182,80,4.999,83,22553.867759881487
"Cyclotrisiloxane, hexamethyl-",FLAMENCO.csv,FLAMENCO,5.88348333333333,96,5.893,207,8446025.15142172
Benzaldehyde,FLAMENCO.csv,FLAMENCO,9.33676666666667,166,9.348,76,326803.5345337977
Dimethyl trisulfide,FLAMENCO.csv,FLAMENCO,9.54255,172,9.542,79,146237.39449550674
"Furan, 2-pentyl-",FLAMENCO.csv,FLAMENCO,9.98626666666667,188,9.986,43,360542.40063566057
"Cyclotetrasiloxane, octamethyl-",FLAMENCO.csv,FLAMENCO,10.10525,193,10.118,191,481221.8570499982
Octanal,FLAMENCO.csv,FLAMENCO,10.21135,196,10.218,43,3656354.589371972
"1-Hexanol, 2-ethyl-",FLAMENCO.csv,FLAMENCO,10.7258,210,10.731,70,885394.1577046519
Eucalyptol,FLAMENCO.csv,FLAMENCO,10.8094,213,10.821,83,1532533.4046479904
Nonanal,FLAMENCO.csv,FLAMENCO,12.0923333333333,253,12.102,57,19546498.40384778
Decanal,FLAMENCO.csv,FLAMENCO,13.7225166666667,301,13.732,57,6085997.356390832
Tetradecane,FLAMENCO.csv,FLAMENCO,16.3751833333333,387,16.385,57,2893140.138069713
"Nonanoic acid, 9-oxo-, methyl ester",FLAMENCO.csv,FLAMENCO,16.8382,402,16.851,83,345810.992541568
Hexadecane,FLAMENCO.csv,FLAMENCO,18.7609833333333,466,18.777,57,3151000.238005598
Benzophenone,FLAMENCO.csv,FLAMENCO,19.3268833333333,485,19.336,181,83676.41303718206
"Carbonic acid, 2-ethylhexyl octyl ester",FLAMENCO.csv,FLAMENCO,21.0020833333333,543,21.012,261,2394009.064634997
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,2.16975,9,2.157,56,83062.06969254519
"Butanal, 3-methyl-",HERMES.csv,HERMES,2.88356666666667,32,2.895,44,1601608.274565273
"Heptane, 3-methylene-",HERMES.csv,HERMES,4.99740272670968,80,4.999,83,9175.939711074392
"2-Octene, (Z)-",HERMES.csv,HERMES,5.27882188278379,89,5.289,56,1004612.4470888264
"Cyclotrisiloxane, hexamethyl-",HERMES.csv,HERMES,5.8867,96,5.893,207,1844064.1077602268
"Hexanal, 2-ethyl-",HERMES.csv,HERMES,9.18930536727129,161,9.196,72,144173.2882024522
Benzaldehyde,HERMES.csv,HERMES,9.32713333333333,165,9.322,85,6084.781189066644
Phenol,HERMES.csv,HERMES,9.75156666666667,179,9.751,43,42060.476466668784
"Furan, 2-pentyl-",HERMES.csv,HERMES,9.98628333333333,188,9.986,43,387706.0995291789
"Cyclotetrasiloxane, octamethyl-",HERMES.csv,HERMES,10.10525,193,10.118,191,105138.61302115858
Octanal,HERMES.csv,HERMES,10.21135,196,10.218,43,1313155.117650841
"1-Hexanol, 2-ethyl-",HERMES.csv,HERMES,10.7192896997955,210,10.731,70,512431.429704907
Eucalyptol,HERMES.csv,HERMES,10.8094166666667,213,10.821,83,1730941.1806511662
Acetophenone,HERMES.csv,HERMES,11.4685666666667,234,11.478,105,629862.2693410618
Nonanal,HERMES.csv,HERMES,12.0923333333333,253,12.102,57,9455493.926111098
Decanal,HERMES.csv,HERMES,13.7193166666667,301,13.732,57,2541874.540839763
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",HERMES.csv,HERMES,14.2884333333333,318,14.288,45,315765.77037402097
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",HERMES.csv,HERMES,14.3552383310731,320,14.343,71,154945.0806838275
Methyl 8-oxooctanoate,HERMES.csv,HERMES,15.50705,358,15.494,87,236777.318225775
"Glycerol 1,2-diacetate",HERMES.csv,HERMES,15.6838833333333,365,15.7,43,420916.444795226
"Ethanol, 2-(2-butoxyethoxy)-, acetate",HERMES.csv,HERMES,15.92505,373,15.938,85,519021.0073869872
Tetradecane,HERMES.csv,HERMES,16.3752,387,16.385,57,2619173.615526404
"Nonanoic acid, 9-oxo-, methyl ester",HERMES.csv,HERMES,16.8414166666667,402,16.851,83,2424451.745858185
Dimethyl phthalate,HERMES.csv,HERMES,17.1758166666667,415,17.185,57,359303.4409559493
Hexadecane,HERMES.csv,HERMES,18.7642,466,18.777,57,4133937.827165151
"Dodecanoic acid, 1-methylethyl ester",HERMES.csv,HERMES,19.0632333333333,477,19.073,43,597014.9391128953
Benzophenone,HERMES.csv,HERMES,19.3301,485,19.336,181,524374.725009359
Octadecane,HERMES.csv,HERMES,20.8927666666667,538,20.887,150,112900.699108139
"Carbonic acid, bis(2-ethylhexyl) ester",HERMES.csv,HERMES,20.9988666666667,543,21.012,261,6299751.911560754
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",HERMES.csv,HERMES,21.6823396980655,568,21.69,57,1246554.4279725414
n-Hexadecanoic acid,HERMES.csv,HERMES,22.5358166666667,597,22.533,129,69355.8405531437
"2-Propanone, 1-methoxy-",NADINE.csv,NADINE,2.1662,9,2.157,56,57366.51421301889
"Butanal, 3-methyl-",NADINE.csv,NADINE,2.88321666666667,32,2.895,44,3720240.9570400296
Hexanal,NADINE.csv,NADINE,5.28813920860569,89,5.289,56,733736.38012794
"Cyclotrisiloxane, hexamethyl-",NADINE.csv,NADINE,5.88635,96,5.893,207,1217757.2243904418
Benzaldehyde,NADINE.csv,NADINE,9.33955052979494,166,9.348,76,40332.57615011516
Dimethyl trisulfide,NADINE.csv,NADINE,9.54221666666667,172,9.542,79,129759.7548436308
"Furan, 2-pentyl-",NADINE.csv,NADINE,9.98915,188,9.986,43,123854.65631515744
"Cyclotetrasiloxane, octamethyl-",NADINE.csv,NADINE,10.1049,193,10.118,191,71117.18561771602
Octanal,NADINE.csv,NADINE,10.2110166666667,196,10.218,43,1069180.442876039
Eucalyptol,NADINE.csv,NADINE,10.8090666666667,213,10.821,83,1375759.451632985
Nonanal,NADINE.csv,NADINE,12.092,253,12.102,57,7266047.419222085
Decanal,NADINE.csv,NADINE,13.7221833333333,301,13.732,57,1735929.620263972
Tetradecane,NADINE.csv,NADINE,16.37485,387,16.385,57,921547.0028438346
"Naphthalene, 1,3-dimethyl-",NADINE.csv,NADINE,17.10795,411,17.108,43,335332.4915712001
Hexadecane,NADINE.csv,NADINE,18.7606333333333,466,18.777,57,1114359.2280751597
Benzophenone,NADINE.csv,NADINE,19.3233166666667,484,19.314,57,36983.56446780629
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",NADINE.csv,NADINE,20.68985,531,20.673,70,469634.6337615423
"Carbonic acid, 2-ethylhexyl octyl ester",NADINE.csv,NADINE,20.9985166666667,543,21.012,261,3962452.5987905017
"2-Propanol, 1-chloro-, phosphate (3:1)",NADINE.csv,NADINE,21.0371,544,21.053,83,1459842.3567763532
"2-Propanone, 1-methoxy-",NOBLESSE.csv,NOBLESSE,2.16661666666667,9,2.157,56,31276.856417101462
"Butanal, 3-methyl-",NOBLESSE.csv,NOBLESSE,2.88363333333333,32,2.895,44,1382094.236128647
Hexanal,NOBLESSE.csv,NOBLESSE,5.28551666666667,89,5.289,56,620562.792152475
"Cyclotrisiloxane, hexamethyl-",NOBLESSE.csv,NOBLESSE,5.88605789989614,96,5.893,207,1073884.4491103676
Benzaldehyde,NOBLESSE.csv,NOBLESSE,9.33365,165,9.322,85,3146.558249335113
"Furan, 2-pentyl-",NOBLESSE.csv,NOBLESSE,9.98636666666667,188,9.986,43,123103.05433592173
"Cyclotetrasiloxane, octamethyl-",NOBLESSE.csv,NOBLESSE,10.1053333333333,193,10.118,191,74498.57226248339
Octanal,NOBLESSE.csv,NOBLESSE,10.2114333333333,196,10.218,43,1066961.0253846291
"1-Hexanol, 2-ethyl-",NOBLESSE.csv,NOBLESSE,10.7258833333333,210,10.731,70,381003.0973338185
Eucalyptol,NOBLESSE.csv,NOBLESSE,10.8062833333333,212,10.792,154,554707.9645333341
Nonanal,NOBLESSE.csv,NOBLESSE,12.0924166666667,253,12.102,57,8868482.24100458
Decanal,NOBLESSE.csv,NOBLESSE,13.7193833333333,301,13.732,57,1330184.6171562748
Tetradecane,NOBLESSE.csv,NOBLESSE,16.3752666666667,387,16.385,57,816161.0547897278
"Naphthalene, 1,3-dimethyl-",NOBLESSE.csv,NOBLESSE,17.10515,411,17.108,43,241074.26017468132
Hexadecane,NOBLESSE.csv,NOBLESSE,18.7610666666667,466,18.777,57,922563.7796393814
Benzophenone,NOBLESSE.csv,NOBLESSE,19.32375,484,19.314,57,32052.70543710654
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",NOBLESSE.csv,NOBLESSE,20.7095666666667,532,20.711,112,388804.7460175184
"Carbonic acid, bis(2-ethylhexyl) ester",NOBLESSE.csv,NOBLESSE,21.0021666666667,543,21.012,261,1671520.045903209
"2-Propanol, 1-chloro-, phosphate (3:1)",NOBLESSE.csv,NOBLESSE,21.0375333333333,544,21.053,83,798423.9216958975
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,2.17305,10,2.183,45,9585053.451720811
"Butanal, 3-methyl-",IVORY RUSSET.csv,IVORY RUSSET,2.88686666666667,32,2.895,44,1208694.0430742954
Pentanal,IVORY RUSSET.csv,IVORY RUSSET,3.30163333333333,46,3.315,44,1589634.4973101672
"Furan, 2-ethyl-",IVORY RUSSET.csv,IVORY RUSSET,3.36273333333333,47,3.38,81,699610.8822902672
"Disulfide, dimethyl",IVORY RUSSET.csv,IVORY RUSSET,4.07249293757158,61,4.08,79,335300.8326059872
Hexanal,IVORY RUSSET.csv,IVORY RUSSET,5.2823,89,5.289,56,8123383.677937783
"Cyclotrisiloxane, hexamethyl-",IVORY RUSSET.csv,IVORY RUSSET,5.88678333333333,96,5.893,207,915652.1562336044
Heptanal,IVORY RUSSET.csv,IVORY RUSSET,7.94461666666667,131,7.933,56,31987.931121600406
Benzaldehyde,IVORY RUSSET.csv,IVORY RUSSET,9.32721666666667,165,9.322,85,18192.2546185771
Dimethyl trisulfide,IVORY RUSSET.csv,IVORY RUSSET,9.53943333333333,172,9.542,79,147639.83598274284
Phenol,IVORY RUSSET.csv,IVORY RUSSET,9.75271782617284,179,9.751,43,78965.42430599115
"Furan, 2-pentyl-",IVORY RUSSET.csv,IVORY RUSSET,9.98636666666667,188,9.986,43,470572.8551986884
"Cyclotetrasiloxane, octamethyl-",IVORY RUSSET.csv,IVORY RUSSET,10.10855,193,10.118,191,84899.85498261957
Octanal,IVORY RUSSET.csv,IVORY RUSSET,10.2114333333333,196,10.218,43,2474396.617094948
"1-Hexanol, 2-ethyl-",IVORY RUSSET.csv,IVORY RUSSET,10.71625,210,10.731,70,1447609.1226045827
Eucalyptol,IVORY RUSSET.csv,IVORY RUSSET,10.8095,213,10.821,83,2921061.7659905413
Acetophenone,IVORY RUSSET.csv,IVORY RUSSET,11.4654333333333,234,11.478,105,1420891.6857588352
Nonanal,IVORY RUSSET.csv,IVORY RUSSET,12.0924166666667,253,12.102,57,14010000.941576358
Decanal,IVORY RUSSET.csv,IVORY RUSSET,13.7193833333333,301,13.732,57,4284247.987855595
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",IVORY RUSSET.csv,IVORY RUSSET,14.2820833333333,318,14.288,45,1052480.0295647774
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",IVORY RUSSET.csv,IVORY RUSSET,14.3512746657312,320,14.343,71,294720.7256842873
Methyl 8-oxooctanoate,IVORY RUSSET.csv,IVORY RUSSET,15.5071333333333,358,15.494,87,899748.6819434984
"Glycerol 1,2-diacetate",IVORY RUSSET.csv,IVORY RUSSET,15.68075,364,15.665,71,91231.2475764548
"Ethanol, 2-(2-butoxyethoxy)-, acetate",IVORY RUSSET.csv,IVORY RUSSET,15.9251166666667,373,15.938,85,1723044.6985178827
Tetradecane,IVORY RUSSET.csv,IVORY RUSSET,16.3752666666667,387,16.385,57,3524737.851942286
"Nonanoic acid, 9-oxo-, methyl ester",IVORY RUSSET.csv,IVORY RUSSET,16.8415,402,16.851,83,6875350.40880115
Dimethyl phthalate,IVORY RUSSET.csv,IVORY RUSSET,17.1759,415,17.185,57,773063.8355346026
Hexadecane,IVORY RUSSET.csv,IVORY RUSSET,18.7642833333333,466,18.777,57,7182957.898281511
"Dodecanoic acid, 1-methylethyl ester",IVORY RUSSET.csv,IVORY RUSSET,19.0633166666667,477,19.073,43,2155171.2421837915
Benzophenone,IVORY RUSSET.csv,IVORY RUSSET,19.3301833333333,485,19.336,181,1569934.387252721
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",IVORY RUSSET.csv,IVORY RUSSET,20.7385,533,20.753,149,1219531.003423631
Octadecane,IVORY RUSSET.csv,IVORY RUSSET,20.89285,538,20.887,150,178578.86782709623
"Carbonic acid, bis(2-ethylhexyl) ester",IVORY RUSSET.csv,IVORY RUSSET,20.99895,543,21.012,261,4852699.453103674
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",IVORY RUSSET.csv,IVORY RUSSET,21.6838166666667,568,21.69,57,1896151.091446266
"2-Propanone, 1-methoxy-",SABABA.csv,SABABA,2.16983333333333,9,2.157,56,138054.58990845564
"Butanal, 3-methyl-",SABABA.csv,SABABA,2.88365,32,2.895,44,1555186.559796413
Pentanal,SABABA.csv,SABABA,3.30165,46,3.315,44,1437166.2505308727
"Furan, 2-ethyl-",SABABA.csv,SABABA,3.36595,47,3.38,81,638747.8510072951
"Disulfide, dimethyl",SABABA.csv,SABABA,4.0669,61,4.08,79,343874.2248912995
Hexanal,SABABA.csv,SABABA,5.27908333333333,89,5.289,56,6872060.894509628
"Cyclotrisiloxane, hexamethyl-",SABABA.csv,SABABA,5.88487227705926,96,5.893,207,1032188.9208263188
o-Xylene,SABABA.csv,SABABA,7.15363333333333,115,7.167,91,187234.84980894477
Benzaldehyde,SABABA.csv,SABABA,9.33582745102529,166,9.348,76,68128.44240386283
"Furan, 2-pentyl-",SABABA.csv,SABABA,9.98711934961604,188,9.986,43,336768.1552794235
"Cyclotetrasiloxane, octamethyl-",SABABA.csv,SABABA,10.1053333333333,193,10.118,191,77766.04931496993
Octanal,SABABA.csv,SABABA,10.2082333333333,196,10.218,43,1427867.796942152
Eucalyptol,SABABA.csv,SABABA,10.8080947632984,213,10.821,83,1969387.6486079723
Nonanal,SABABA.csv,SABABA,12.0924166666667,253,12.102,57,10113278.539600909
Dodecane,SABABA.csv,SABABA,13.6100666666667,298,13.616,57,882896.8583440839
Decanal,SABABA.csv,SABABA,13.7194,301,13.732,57,2196401.338085216
Tridecane,SABABA.csv,SABABA,15.0537666666667,344,15.06,57,700002.3729386464
Tetradecane,SABABA.csv,SABABA,16.3752833333333,387,16.385,57,2703516.3058418366
"Naphthalene, 1,3-dimethyl-",SABABA.csv,SABABA,17.1083833333333,411,17.108,43,299596.5473920728
Hexadecane,SABABA.csv,SABABA,18.7610666666667,466,18.777,57,3040989.002388227
Benzophenone,SABABA.csv,SABABA,19.32375,484,19.314,57,54412.92054503135
Octadecane,SABABA.csv,SABABA,20.89285,538,20.887,150,80592.32700151142
"Carbonic acid, 2-ethylhexyl octyl ester",SABABA.csv,SABABA,20.99895,543,21.012,261,2702213.1899513584
Eicosane,SABABA.csv,SABABA,22.8059833333333,607,22.808,57,594619.9363899094
"2-Propanone, 1-methoxy-",SALINERO.csv,SALINERO,2.16653333333333,9,2.157,56,40398.30976101246
"Butanal, 3-methyl-",SALINERO.csv,SALINERO,2.88356666666667,32,2.895,44,2122744.4514558064
"Cyclotrisiloxane, hexamethyl-",SALINERO.csv,SALINERO,5.8867,96,5.893,207,1359282.949922867
Benzaldehyde,SALINERO.csv,SALINERO,9.33356666666667,165,9.322,85,4199.518407715061
Dimethyl trisulfide,SALINERO.csv,SALINERO,9.54256666666667,172,9.542,79,107810.97007390569
"Furan, 2-pentyl-",SALINERO.csv,SALINERO,9.9895,188,9.986,43,208516.21999891312
"Cyclotetrasiloxane, octamethyl-",SALINERO.csv,SALINERO,10.10525,193,10.118,191,75963.96788424157
Octanal,SALINERO.csv,SALINERO,10.21135,196,10.218,43,1174139.5661960288
Eucalyptol,SALINERO.csv,SALINERO,10.8094166666667,213,10.821,83,1435127.7026368445
Nonanal,SALINERO.csv,SALINERO,12.0923333333333,253,12.102,57,8794824.648670826
Decanal,SALINERO.csv,SALINERO,13.7225166666667,301,13.732,57,1430422.2805140095
Tetradecane,SALINERO.csv,SALINERO,16.3751833333333,387,16.385,57,754667.7636210565
"2,4-Di-tert-butylphenol",SALINERO.csv,SALINERO,17.8028,436,17.819,191,142060.2720827209
Hexadecane,SALINERO.csv,SALINERO,18.7609833333333,466,18.777,57,858826.1943119591
Benzophenone,SALINERO.csv,SALINERO,19.3236666666667,484,19.314,57,31010.506756314626
"Carbonic acid, 2-ethylhexyl octyl ester",SALINERO.csv,SALINERO,20.9988666666667,543,21.012,261,2036609.28016705
"2-Propanol, 1-chloro-, phosphate (3:1)",SALINERO.csv,SALINERO,21.0342333333333,544,21.053,83,1109438.759765722
"2-Propanone, 1-methoxy-",SPUNTA.csv,SPUNTA,2.16658333333333,9,2.157,56,54670.460198902256
"Butanal, 3-methyl-",SPUNTA.csv,SPUNTA,2.88681666666667,32,2.895,44,1713169.8246905794
Pentanal,SPUNTA.csv,SPUNTA,3.30481666666667,46,3.315,44,793640.3757756553
"Disulfide, dimethyl",SPUNTA.csv,SPUNTA,4.0709395799612,61,4.08,79,586651.3132482315
"Cyclotrisiloxane, hexamethyl-",SPUNTA.csv,SPUNTA,5.88996666666667,96,5.893,207,943350.1554408016
Benzaldehyde,SPUNTA.csv,SPUNTA,9.34044009493064,166,9.348,76,52196.37203108409
Dimethyl trisulfide,SPUNTA.csv,SPUNTA,9.5426,172,9.542,79,72420.22141900948
"Furan, 2-pentyl-",SPUNTA.csv,SPUNTA,9.98953333333333,188,9.986,43,123946.9249350578
"Cyclotetrasiloxane, octamethyl-",SPUNTA.csv,SPUNTA,10.1078715269207,193,10.118,191,73619.83980453487
Octanal,SPUNTA.csv,SPUNTA,10.2114,196,10.218,43,1284557.7525583934
Eucalyptol,SPUNTA.csv,SPUNTA,10.80945,213,10.821,83,1563958.0563185916
Nonanal,SPUNTA.csv,SPUNTA,12.0923833333333,253,12.102,57,9113588.698493823
Dodecane,SPUNTA.csv,SPUNTA,13.6100333333333,298,13.616,57,908223.8919658004
Decanal,SPUNTA.csv,SPUNTA,13.71935,301,13.732,57,2153528.576022128
Tetradecane,SPUNTA.csv,SPUNTA,16.3752333333333,387,16.385,57,2701419.841968331
"Nonanoic acid, 9-oxo-, methyl ester",SPUNTA.csv,SPUNTA,16.8350333333333,401,16.825,105,13929.343947723211
"Naphthalene, 1,3-dimethyl-",SPUNTA.csv,SPUNTA,17.1051166666667,411,17.108,43,284357.4602820701
Hexadecane,SPUNTA.csv,SPUNTA,18.7642333333333,466,18.777,57,3049312.167826568
Benzophenone,SPUNTA.csv,SPUNTA,19.3237166666667,484,19.314,57,55550.712624886735
Octadecane,SPUNTA.csv,SPUNTA,20.8928,538,20.887,150,47379.93415375832
"Carbonic acid, 2-ethylhexyl octyl ester",SPUNTA.csv,SPUNTA,20.9989166666667,543,21.012,261,2011468.6091066075
"2-Propanol, 1-chloro-, phosphate (3:1)",SPUNTA.csv,SPUNTA,21.0375,544,21.053,83,950954.0593337448
"1,3,5-Trifluorobenzene",ALOUETTE.csv,ALOUETTE,2.62631666666667,26,2.625,132,3206750.4406318
"Butanal, 3-methyl-",ALOUETTE.csv,ALOUETTE,2.89641666666667,32,2.895,44,3230070.424135656
"Heptane, 3-methylene-",ALOUETTE.csv,ALOUETTE,5.0089,81,5.006,55,357776.2505563318
"Cyclotrisiloxane, hexamethyl-",ALOUETTE.csv,ALOUETTE,5.89955,96,5.893,207,1525994.051273581
Benzaldehyde,ALOUETTE.csv,ALOUETTE,9.33355,165,9.322,85,55187.57530871618
Phenol,ALOUETTE.csv,ALOUETTE,9.75454269024723,179,9.751,43,307662.91382791114
"Cyclotetrasiloxane, octamethyl-",ALOUETTE.csv,ALOUETTE,10.1148833333333,193,10.118,191,182268.1099589753
Octanal,ALOUETTE.csv,ALOUETTE,10.2145666666667,196,10.218,43,1911090.1189944989
