Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma
Decanal,SPUNTA.csv,SPUNTA,13.6100333333333,298,13.616,57,908223.8919658004,dodecane,True
Decanal,SPUNTA.csv,SPUNTA,13.71935,301,13.732,57,2153528.576022128,decanal,True
Tetramethylpyrazine,SPUNTA.csv,SPUNTA,16.3752333333333,387,16.385,57,2701419.841968331,tetradecane,True
Acetophenone,SPUNTA.csv,SPUNTA,19.3237166666667,484,19.314,57,55550.712624886735,benzophenone,True
3-Octanone,SPUNTA.csv,SPUNTA,20.8928,538,20.887,150,47379.93415375832,octadecane,True
"Butanal, 3-methyl-",ALOUETTE.csv,ALOUETTE,2.89641666666667,32,2.895,44,3230070.424135656,butanal3methyl,True
"Butanal, 3-methyl-",ALOUETTE.csv,ALOUETTE,5.0089,81,5.006,55,357776.2505563318,heptane3methylene,True
Benzaldehyde,ALOUETTE.csv,ALOUETTE,9.33355,165,9.322,85,55187.57530871618,benzaldehyde,True
Hexanol,ALOUETTE.csv,ALOUETTE,9.75454269024723,179,9.751,43,307662.91382791114,phenol,True
Octanal,ALOUETTE.csv,ALOUETTE,10.2145666666667,196,10.218,43,1911090.1189944989,octanal,True
Hexanol,ALOUETTE.csv,ALOUETTE,10.7290166666667,210,10.731,70,2262581.9715935187,1hexanol2ethyl,True
Acetophenone,ALOUETTE.csv,ALOUETTE,11.4717666666667,234,11.478,105,2284538.933483253,acetophenone,True
Nonanal,ALOUETTE.csv,ALOUETTE,12.1019666666667,253,12.102,57,12108987.480927965,nonanal,True
Decanal,ALOUETTE.csv,ALOUETTE,13.72895,301,13.732,57,4251331.353206735,decanal,True
Decanal,ALOUETTE.csv,ALOUETTE,16.5263,391,16.533,57,2421639.375466582,dodecanal,True
Methyl butanoate,ALOUETTE.csv,ALOUETTE,17.18545,415,17.185,57,815706.9280808957,dimethylphthalate,True
Acetophenone,ALOUETTE.csv,ALOUETTE,19.3365166666667,485,19.336,181,1621039.3318188076,benzophenone,True
Benzeneacetaldehyde,ALOUETTE.csv,ALOUETTE,22.0727833333333,581,22.076,178,758227.5423023455,benzene(1methyldodecyl),True
Hexanoic acid,ALOUETTE.csv,ALOUETTE,22.1338833333333,582,22.134,105,3671582.211235325,hexadecanoicacidmethylester,True
Benzyl alcohol,ATLANTIC.csv,ATLANTIC,2.16991666666667,9,2.157,56,102038.10623230592,isopropylalcohol,True
Benzaldehyde,ATLANTIC.csv,ATLANTIC,2.9816254554346,35,2.98,78,7110061.027792764,benzene,True
Benzaldehyde,ATLANTIC.csv,ATLANTIC,9.33371666666667,165,9.322,85,9961.905020214264,benzaldehyde,True
Octanal,ATLANTIC.csv,ATLANTIC,10.2147333333333,196,10.218,43,1236641.2794773383,octanal,True
Acetophenone,ATLANTIC.csv,ATLANTIC,11.4757993038527,234,11.478,105,1424626.707800239,acetophenone,True
Nonanal,ATLANTIC.csv,ATLANTIC,12.0989333333333,253,12.102,57,9661325.393514449,nonanal,True
Decanal,ATLANTIC.csv,ATLANTIC,13.6197833333333,298,13.616,57,1758364.4535294122,dodecane,True
Decanal,ATLANTIC.csv,ATLANTIC,13.7291166666667,301,13.732,57,2351167.3529487066,decanal,True
Decanal,ATLANTIC.csv,ATLANTIC,15.0602666666667,344,15.06,57,1831081.9167081737,tridecane,True
Tetramethylpyrazine,ATLANTIC.csv,ATLANTIC,16.3817833333333,387,16.385,57,5005714.997813786,tetradecane,True
1-Nonanol,ATLANTIC.csv,ATLANTIC,18.6871833333333,464,18.697,83,929638.439754412,1nonadecene,True
Acetophenone,ATLANTIC.csv,ATLANTIC,19.32705,485,19.336,181,260888.09425026207,benzophenone,True
"Butanal, 3-methyl-",BERBER.csv,BERBER,2.89316968764975,32,2.895,44,2227345.0829441524,butanal3methyl,True
Hexanal,BERBER.csv,BERBER,5.28923899113504,89,5.289,56,2760825.7782216542,hexanal,True
Benzaldehyde,BERBER.csv,BERBER,9.33041666666667,165,9.322,85,19222.43592535301,benzaldehyde,True
Hexanol,BERBER.csv,BERBER,9.75163333333333,179,9.751,43,254430.05730183757,phenol,True
Octanal,BERBER.csv,BERBER,10.21785,196,10.218,43,1671639.8958774875,octanal,True
Acetophenone,BERBER.csv,BERBER,11.4718333333333,234,11.478,105,2392466.491138284,acetophenone,True
Nonanal,BERBER.csv,BERBER,12.10205,253,12.102,57,10766781.457544154,nonanal,True
Decanal,BERBER.csv,BERBER,13.6197,298,13.616,57,1122214.4419567226,dodecane,True
Decanal,BERBER.csv,BERBER,13.7290166666667,301,13.732,57,3426064.7541408907,decanal,True
"2-Propanone, 1-methoxy-",BERBER.csv,BERBER,14.2917,318,14.288,45,512115.5132065994,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",BERBER.csv,BERBER,14.3616722442682,321,14.369,59,5305328.469483859,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,BERBER.csv,BERBER,15.5135333333333,359,15.523,129,850770.3641283402,methyl8oxooctanoate,True
Tetramethylpyrazine,BERBER.csv,BERBER,16.3816833333333,387,16.385,57,4591641.917087216,tetradecane,True
Methyl butanoate,BERBER.csv,BERBER,17.1823166666667,415,17.185,57,485469.1350250784,dimethylphthalate,True
Octanoic acid,BERBER.csv,BERBER,18.3141166666667,451,18.308,83,1500342.2028225998,dodecanoicacid,True
Acetophenone,BERBER.csv,BERBER,19.3301666666667,485,19.336,181,924166.9224351736,benzophenone,True
"Butanal, 3-methyl-",BLUE STAR.csv,BLUE STAR,2.89321666666667,32,2.895,44,4934802.185150661,butanal3methyl,True
Benzaldehyde,BLUE STAR.csv,BLUE STAR,9.33036666666667,165,9.322,85,26960.67373130779,benzaldehyde,True
Dimethyl trisulfide,BLUE STAR.csv,BLUE STAR,9.54578333333333,172,9.542,79,209399.2543089761,dimethyltrisulfide,True
Hexanol,BLUE STAR.csv,BLUE STAR,9.75156666666667,179,9.751,43,292317.52366105525,phenol,True
Octanal,BLUE STAR.csv,BLUE STAR,10.2145833333333,196,10.218,43,1657700.7280793637,octanal,True
Hexanol,BLUE STAR.csv,BLUE STAR,10.7290333333333,210,10.731,70,793413.8571585527,1hexanol2ethyl,True
Acetophenone,BLUE STAR.csv,BLUE STAR,11.4717833333333,234,11.478,105,2004214.1921222887,acetophenone,True
Nonanal,BLUE STAR.csv,BLUE STAR,12.102,253,12.102,57,10582211.294554608,nonanal,True
Decanal,BLUE STAR.csv,BLUE STAR,13.7289666666667,301,13.732,57,3200186.8218328604,decanal,True
Methyl butanoate,BLUE STAR.csv,BLUE STAR,17.18225,415,17.185,57,375515.8401866849,dimethylphthalate,True
Acetophenone,BLUE STAR.csv,BLUE STAR,19.3301166666667,485,19.336,181,667559.600583125,benzophenone,True
"2-Propanone, 1-methoxy-",CARLITA.csv,CARLITA,2.17429355580737,10,2.183,45,5301133.360097358,2propanone1methoxy,True
"Butanal, 3-methyl-",CARLITA.csv,CARLITA,2.89008333333333,32,2.895,44,2208259.42777528,butanal3methyl,True
Benzaldehyde,CARLITA.csv,CARLITA,9.33043333333333,165,9.322,85,17062.065575972432,benzaldehyde,True
Octanal,CARLITA.csv,CARLITA,10.21465,196,10.218,43,1627330.360725314,octanal,True
Hexanol,CARLITA.csv,CARLITA,10.7323333333333,210,10.731,70,528045.2736829434,1hexanol2ethyl,True
Acetophenone,CARLITA.csv,CARLITA,11.47185,234,11.478,105,1624991.735722724,acetophenone,True
Nonanal,CARLITA.csv,CARLITA,12.09885,253,12.102,57,8434239.480247082,nonanal,True
Decanal,CARLITA.csv,CARLITA,13.7290333333333,301,13.732,57,4097670.366972609,decanal,True
Ethyl pentanoate,CARLITA.csv,CARLITA,18.8350166666667,468,18.822,65,1851530.145450646,diethylphthalate,True
Acetophenone,CARLITA.csv,CARLITA,19.3301833333333,485,19.336,181,312595.208679715,benzophenone,True
Hexanoic acid,CARLITA.csv,CARLITA,22.1404,582,22.134,105,1474073.10438475,hexadecanoicacidmethylester,True
"Butanal, 3-methyl-",CHALLENGER.csv,CHALLENGER,2.89015,32,2.895,44,2309920.6647367454,butanal3methyl,True
Benzaldehyde,CHALLENGER.csv,CHALLENGER,9.3305,165,9.322,85,27071.163436789106,benzaldehyde,True
Hexanol,CHALLENGER.csv,CHALLENGER,9.75171666666667,179,9.751,43,279407.4469584663,phenol,True
Octanal,CHALLENGER.csv,CHALLENGER,10.2147333333333,196,10.218,43,2181077.61383834,octanal,True
Hexanol,CHALLENGER.csv,CHALLENGER,10.7259666666667,210,10.731,70,1310337.8331282637,1hexanol2ethyl,True
Acetophenone,CHALLENGER.csv,CHALLENGER,11.4719333333333,234,11.478,105,1745936.743316098,acetophenone,True
Nonanal,CHALLENGER.csv,CHALLENGER,12.0989333333333,253,12.102,57,13083180.449144509,nonanal,True
Decanal,CHALLENGER.csv,CHALLENGER,13.7291166666667,301,13.732,57,5619306.13453314,decanal,True
Acetophenone,CHALLENGER.csv,CHALLENGER,19.3296195430915,485,19.336,181,735223.8666548762,benzophenone,True
"Butanal, 3-methyl-",CIKLAMEN.csv,CIKLAMEN,2.89972090424453,32,2.895,44,3662074.414300794,butanal3methyl,True
Benzaldehyde,CIKLAMEN.csv,CIKLAMEN,9.33026666666667,165,9.322,85,15582.111187749577,benzaldehyde,True
Octanal,CIKLAMEN.csv,CIKLAMEN,10.2177,196,10.218,43,1679996.3027417082,octanal,True
Acetophenone,CIKLAMEN.csv,CIKLAMEN,11.4716833333333,234,11.478,105,2146197.987301393,acetophenone,True
Nonanal,CIKLAMEN.csv,CIKLAMEN,12.1019,253,12.102,57,9578689.344662787,nonanal,True
Hexanoic acid,CIKLAMEN.csv,CIKLAMEN,13.20155,285,13.205,101,135321.8560684608,benzoicacid,True
Decanal,CIKLAMEN.csv,CIKLAMEN,13.61955,298,13.616,57,1539396.1294329292,dodecane,True
Decanal,CIKLAMEN.csv,CIKLAMEN,13.7288666666667,301,13.732,57,3567380.047324043,decanal,True
Decanal,CIKLAMEN.csv,CIKLAMEN,15.0600333333333,344,15.06,57,1360121.2869817526,tridecane,True
Tetramethylpyrazine,CIKLAMEN.csv,CIKLAMEN,16.3815333333333,387,16.385,57,3526972.9841305264,tetradecane,True
Acetophenone,CIKLAMEN.csv,CIKLAMEN,19.3268,485,19.336,181,334492.3426769986,benzophenone,True
"Butanal, 3-methyl-",MONALISA.csv,MONALISA,2.89666960225317,32,2.895,44,5033743.562269565,butanal3methyl,True
Benzaldehyde,MONALISA.csv,MONALISA,9.33481971374137,165,9.322,85,14921.318554685538,benzaldehyde,True
Dimethyl trisulfide,MONALISA.csv,MONALISA,9.5459,172,9.542,79,161079.02958000344,dimethyltrisulfide,True
Octanal,MONALISA.csv,MONALISA,10.2146833333333,196,10.218,43,1491042.2020826514,octanal,True
Hexanol,MONALISA.csv,MONALISA,10.7259333333333,210,10.731,70,625870.0725918133,1hexanol2ethyl,True
Nonanal,MONALISA.csv,MONALISA,12.0988833333333,253,12.102,57,9226739.057882808,nonanal,True
Decanal,MONALISA.csv,MONALISA,13.7290666666667,301,13.732,57,3468393.088128701,decanal,True
Acetophenone,MONALISA.csv,MONALISA,19.327,485,19.336,181,263730.54219000536,benzophenone,True
Hexanoic acid,MONALISA.csv,MONALISA,22.134,582,22.134,105,1701437.0324401257,hexadecanoicacidmethylester,True
Hexanoic acid,MONALISA.csv,MONALISA,22.4330333333333,593,22.444,57,713725.448407096,nhexadecanoicacid,True
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,2.8931,32,2.895,44,2370285.483106433,butanal3methyl,True
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.0056,81,5.006,55,403552.70712555415,heptane3methylene,True
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.55188702332705,92,5.552,70,931418.3704866456,heptane3methylene,True
Hexanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.18555,160,9.177,111,48622.8255411282,hexanal2ethyl,True
Benzaldehyde,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.32703333333333,165,9.322,85,48903.70361961183,benzaldehyde,True
Hexanol,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.75113386451404,179,9.751,43,279553.54693196545,phenol,True
Hexanol,PEE WEE RUSSET.csv,PEE WEE RUSSET,10.7417833333333,210,10.731,70,2192660.9524969007,1hexanol2ethyl,True
Acetophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,11.46845,234,11.478,105,1941248.4739511823,acetophenone,True
Nonanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,12.0986666666667,253,12.102,57,12129791.166698445,nonanal,True
Decanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,13.7256333333333,301,13.732,57,5336698.45017028,decanal,True
Methyl butanoate,PEE WEE RUSSET.csv,PEE WEE RUSSET,17.1789333333333,415,17.185,57,480531.38747602585,dimethylphthalate,True
Acetophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,19.33,485,19.336,181,806253.1406945027,benzophenone,True
Benzaldehyde,ARGOS.csv,ARGOS,9.33365,165,9.322,85,31122.84509923927,benzaldehyde,True
Nonanal,ARGOS.csv,ARGOS,12.09565,253,12.102,57,1119882.7322034503,nonanal,True
Methyl butanoate,ARGOS.csv,ARGOS,17.1791166666667,415,17.185,57,315207.9467706178,dimethylphthalate,True
Acetophenone,ARGOS.csv,ARGOS,19.3237666666667,484,19.314,57,138398.20384446424,benzophenone,True
Benzaldehyde,BINTJE.csv,BINTJE,9.33338333333333,165,9.322,85,5813.610711284822,benzaldehyde,True
Acetophenone,BINTJE.csv,BINTJE,11.4748,234,11.478,105,595605.2298780506,acetophenone,True
Nonanal,BINTJE.csv,BINTJE,12.0953666666667,253,12.102,57,1075032.1612361474,nonanal,True
Hexanoic acid,BINTJE.csv,BINTJE,13.1435833333333,283,13.15,105,672310.0746853438,benzoicacid,True
Tetramethylpyrazine,BINTJE.csv,BINTJE,16.375,387,16.385,57,926647.7686616296,tetradecane,True
Acetophenone,BINTJE.csv,BINTJE,19.3267,485,19.336,181,57759.22042914304,benzophenone,True
Benzaldehyde,DELIA RED.csv,DELIA RED,9.33745323510734,166,9.348,76,36142.565870243045,benzaldehyde,True
Acetophenone,DELIA RED.csv,DELIA RED,11.4714833333333,234,11.478,105,721259.3283296843,acetophenone,True
Nonanal,DELIA RED.csv,DELIA RED,12.0952666666667,253,12.102,57,847337.7782144868,nonanal,True
Methyl butanoate,DELIA RED.csv,DELIA RED,17.1755166666667,415,17.185,57,277257.20515640505,dimethylphthalate,True
Acetophenone,DELIA RED.csv,DELIA RED,19.3233833333333,484,19.314,57,105899.70257261272,benzophenone,True
Benzaldehyde,FESTIEN.csv,FESTIEN,9.32956861120923,165,9.322,85,16472.910893657358,benzaldehyde,True
Acetophenone,FESTIEN.csv,FESTIEN,11.4654833333333,234,11.478,105,1679863.8260573763,acetophenone,True
Nonanal,FESTIEN.csv,FESTIEN,12.08605,253,12.102,57,10847676.619344575,nonanal,True
Decanal,FESTIEN.csv,FESTIEN,13.7162333333333,300,13.703,120,39015.984901508775,decanal,True
Methyl butanoate,FESTIEN.csv,FESTIEN,17.1727333333333,415,17.185,57,288621.7877734403,dimethylphthalate,True
Acetophenone,FESTIEN.csv,FESTIEN,19.3206,484,19.314,57,72470.66264364457,benzophenone,True
Benzaldehyde,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.33786289879757,166,9.348,76,34939.35386956274,benzaldehyde,True
Hexanol,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.75483333333333,179,9.751,43,116265.64511299928,phenol,True
Nonanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,12.0924,253,12.102,57,1003101.705314679,nonanal,True
Decanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,13.7193666666667,301,13.732,57,742433.3077272491,decanal,True
Acetophenone,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,19.3237333333333,484,19.314,57,131679.32144193724,benzophenone,True
Benzaldehyde,OSPREY.csv,OSPREY,9.33371666666667,165,9.322,85,5372.956123948808,benzaldehyde,True
Octanal,OSPREY.csv,OSPREY,10.2147166666667,196,10.218,43,497598.9092324458,octanal,True
Acetophenone,OSPREY.csv,OSPREY,11.4751333333333,234,11.478,105,639575.221877589,acetophenone,True
Nonanal,OSPREY.csv,OSPREY,12.0924833333333,253,12.102,57,1669616.6447871928,nonanal,True
Hexanoic acid,OSPREY.csv,OSPREY,13.1374833333333,283,13.15,105,632703.3369866388,benzoicacid,True
Decanal,OSPREY.csv,OSPREY,13.7226666666667,301,13.732,57,870974.6017767041,decanal,True
Tetramethylpyrazine,OSPREY.csv,OSPREY,16.3753333333333,387,16.385,57,1180178.8072669094,tetradecane,True
Acetophenone,OSPREY.csv,OSPREY,19.3270333333333,485,19.336,181,51153.81408241486,benzophenone,True
Benzaldehyde,SMART.csv,SMART,9.32726666666667,165,9.322,85,29210.25115335807,benzaldehyde,True
Hexanol,SMART.csv,SMART,9.7517,179,9.751,43,134384.10626877335,phenol,True
Octanal,SMART.csv,SMART,10.2114833333333,196,10.218,43,711626.1377797369,octanal,True
Acetophenone,SMART.csv,SMART,11.4687,234,11.478,105,1552020.0338186084,acetophenone,True
Nonanal,SMART.csv,SMART,12.0924666666667,253,12.102,57,4284123.961325587,nonanal,True
Octanoic acid,SMART.csv,SMART,12.4172166666667,261,12.427,74,884074.6216237592,octanoicacidmethylester,True
Hexanoic acid,SMART.csv,SMART,13.1631833333333,283,13.15,105,860833.0020233009,benzoicacid,True
Decanal,SMART.csv,SMART,13.7194333333333,301,13.732,57,1324228.5239629855,decanal,True
"2-Propanone, 1-methoxy-",SMART.csv,SMART,14.2917666666667,318,14.288,45,329464.661633516,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",SMART.csv,SMART,14.3593,321,14.369,59,3982325.435332843,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,SMART.csv,SMART,15.5071833333333,358,15.494,87,427192.6188413357,methyl8oxooctanoate,True
Methyl butanoate,SMART.csv,SMART,17.17595,415,17.185,57,479230.734259029,dimethylphthalate,True
Acetophenone,SMART.csv,SMART,19.3270166666667,485,19.336,181,1280914.4970402,benzophenone,True
Benzaldehyde,TAURUS.csv,TAURUS,9.33346666666667,165,9.322,85,4056.2364205896106,benzaldehyde,True
Acetophenone,TAURUS.csv,TAURUS,11.4749,234,11.478,105,460017.9475452682,acetophenone,True
Nonanal,TAURUS.csv,TAURUS,12.09545,253,12.102,57,1047219.3495316532,nonanal,True
Hexanoic acid,TAURUS.csv,TAURUS,13.1115166666667,282,13.124,51,112423.99434263849,benzoicacid,True
Tetramethylpyrazine,TAURUS.csv,TAURUS,16.3751,387,16.385,57,1288333.2412405524,tetradecane,True
Benzaldehyde,TRIPLE7.csv,TRIPLE7,9.33458433444908,165,9.322,85,19328.93730906454,benzaldehyde,True
Hexanol,TRIPLE7.csv,TRIPLE7,9.75930273304633,180,9.767,60,28428.72873946509,phenol,True
Acetophenone,TRIPLE7.csv,TRIPLE7,11.4687166666667,234,11.478,105,1533655.5910882405,acetophenone,True
Nonanal,TRIPLE7.csv,TRIPLE7,12.0925,253,12.102,57,3909523.7282509166,nonanal,True
Octanoic acid,TRIPLE7.csv,TRIPLE7,12.41725,261,12.427,74,885024.9114118156,octanoicacidmethylester,True
Hexanoic acid,TRIPLE7.csv,TRIPLE7,13.1374833333333,283,13.15,105,745245.4117761117,benzoicacid,True
Decanal,TRIPLE7.csv,TRIPLE7,13.7226833333333,301,13.732,57,1289123.34075193,decanal,True
"2-Propanone, 1-methoxy-",TRIPLE7.csv,TRIPLE7,14.2961373028378,318,14.288,45,343093.3388842184,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",TRIPLE7.csv,TRIPLE7,14.3561,321,14.369,59,4294307.554547742,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,TRIPLE7.csv,TRIPLE7,15.5072,358,15.494,87,353047.46797900455,methyl8oxooctanoate,True
Acetophenone,TRIPLE7.csv,TRIPLE7,19.32705,485,19.336,181,1419268.5402646444,benzophenone,True
